,Country,total_cases_2020-01,total_cases_2020-07,total_cases_2021-01,total_cases_2021-07,total_cases_2022-01,total_cases_2022-07,total_cases_2023-01,total_cases_2023-07,total_cases_2024-01,total_cases_2024-07,total_deaths_2020-01,total_deaths_2020-07,total_deaths_2021-01,total_deaths_2021-07,total_deaths_2022-01,total_deaths_2022-07,total_deaths_2023-01,total_deaths_2023-07,total_deaths_2024-01,total_deaths_2024-07,Rank_2020,Region_2020,Index Score_2020,Familiarity_2020,Influence_2020,Reputation_2020,Business & Trade_2020,Governance_2020,International Relations_2020,Culture & Heritage_2020,Media & Communication_2020,Education & Science_2020,People & Values_2020,Medals - General Public_2020,Medals - Specialist Audiences_2020,Rank 2021,Region_2021,Index Score 2021,Index Score Change_2021,Familiarity_2021,Reputation_2021,Influence_2021,Business & Trade_2021,Governance_2021,International Relations_2021,Culture & Heritage_2021,Media & Communication_2021,Education & Science_2021,People & Values_2021,COVID-19 Response_2021,Medals_2021,Rank 2022,Region_2022,Index Score 2022,Index Score Change_2022,Familiarity_2022,Reputation_2022,Influence_2022,Business & Trade_2022,Governance_2022,International Relations_2022,Culture & Heritage_2022,Media & Communication_2022,Education & Science_2022,People & Values_2022,COVID-19 Response_2022,Medals_2022,Rank 2023,Region_2023,Index Score 2023,Index Score Change_2023,Brand Value 2023 (USD bn)_2023,Brand Value Change_2023,Brand Value 2022 (USD bn)_2023,Familiarity_2023,Reputation_2023,Influence_2023,Business & Trade_2023,Governance_2023,International Relations_2023,Culture & Heritage_2023,Media & Communication_2023,Education & Science_2023,People & Values_2023,Sustainability_2023,Medals_2023,Rank 2024,Region_2024,Index Score 2024,Index Score Change_2024,Brand Value 2024 (USD mn)_2024,Brand Value Change_2024,Brand Value 2023 (USD mn)_2024,Familiarity_2024,Influence_2024,Reputation_2024,Business & Trade_2024,Culture & Heritage_2024,Governance_2024,International Relations_2024,Media & Communication_2024,People & Values_2024,Education & Science_2024,Sustainable Future_2024,Medals_2024,Rank 2025,Region_2025,Index Score 2025,Index Score Change_2025,Brand Value 2025 (USD mn)_2025,Brand Value Change_2025,Brand Value 2024 (USD mn)_2025,Familiarity_2025,Reputation_2025,Influence_2025,Business & Trade_2025,International Relations_2025,Education & Science_2025,Culture & Heritage_2025,Governance_2025,Media & Communication_2025,Sustainable Future_2025,People & Values_2025,Medals_2025,Total Doses,Bilateral,Multilateral,Through African Union,Through COVAX,Liberal democracy index_2019,Liberal democracy index_2020,Liberal democracy index_2021,Liberal democracy index_2022,Liberal democracy index_2023,Liberal democracy index_2024,Regimes of the World classification_2019,Regimes of the World classification_2020,Regimes of the World classification_2021,Regimes of the World classification_2022,Regimes of the World classification_2023,Regimes of the World classification_2024,iso3,gdp_per_capita_2019,gdp_per_capita_2020,gdp_per_capita_2021,gdp_per_capita_2022,gdp_per_capita_2023,gdp_per_capita_2024,trade_pct_gdp_2019,trade_pct_gdp_2020,trade_pct_gdp_2021,trade_pct_gdp_2022,trade_pct_gdp_2023,trade_pct_gdp_2024,fdi_inflows_pct_gdp_2019,fdi_inflows_pct_gdp_2020,fdi_inflows_pct_gdp_2021,fdi_inflows_pct_gdp_2022,fdi_inflows_pct_gdp_2023,fdi_inflows_pct_gdp_2024,population_2020,land_area_sq_km_2020,ENERGY_2019,PRIMARY_GOODS_2019,MANUFACTURES_2019,SERVICES_2019,INVESTMENTS_2019,TROOPS_2019,MILITARY_EQUIPMENT_2019,MIGRATIONS_2019,TOURISM_2019,SPORTS_2019,CULTURE_2019,INFORMATION_2019,TECHNOLOGY_2019,SCIENCE_2019,EDUCATION_2019,DEV_COOPERATION_2019,CLIMATE_2019,ECONOMIC_2019,MILITARY_2019,SOFT_2019,GLOBAL_2019,ECONOMIC_RANK_2019,MILITARY_RANK_2019,SOFT_RANK_2019,GLOBAL_RANK_2019,ENERGY_CONT_2019,PRIMARY_GOODS_CONT_2019,MANUFACTURES_CONT_2019,SERVICES_CONT_2019,INVESTMENTS_CONT_2019,TROOPS_CONT_2019,MILITARY_EQUIPMENT_CONT_2019,MIGRATIONS_CONT_2019,TOURISM_CONT_2019,SPORTS_CONT_2019,CULTURE_CONT_2019,INFORMATION_CONT_2019,TECHNOLOGY_CONT_2019,SCIENCE_CONT_2019,EDUCATION_CONT_2019,DEV_COOPERATION_CONT_2019,CLIMATE_CONT_2019,ECONOMIC_CONT_2019,MILITARY_CONT_2019,SOFT_CONT_2019,ECONOMIC_SHARE_2019,MILITARY_SHARE_2019,SOFT_SHARE_2019,GLOBAL_SHARE_2019,GOBAL_PERCENTILE_2019,ENERGY_2020,PRIMARY_GOODS_2020,MANUFACTURES_2020,SERVICES_2020,INVESTMENTS_2020,TROOPS_2020,MILITARY_EQUIPMENT_2020,MIGRATIONS_2020,TOURISM_2020,SPORTS_2020,CULTURE_2020,INFORMATION_2020,TECHNOLOGY_2020,SCIENCE_2020,EDUCATION_2020,DEV_COOPERATION_2020,CLIMATE_2020,ECONOMIC_2020,MILITARY_2020,SOFT_2020,GLOBAL_2020,ECONOMIC_RANK_2020,MILITARY_RANK_2020,SOFT_RANK_2020,GLOBAL_RANK_2020,ENERGY_CONT_2020,PRIMARY_GOODS_CONT_2020,MANUFACTURES_CONT_2020,SERVICES_CONT_2020,INVESTMENTS_CONT_2020,TROOPS_CONT_2020,MILITARY_EQUIPMENT_CONT_2020,MIGRATIONS_CONT_2020,TOURISM_CONT_2020,SPORTS_CONT_2020,CULTURE_CONT_2020,INFORMATION_CONT_2020,TECHNOLOGY_CONT_2020,SCIENCE_CONT_2020,EDUCATION_CONT_2020,DEV_COOPERATION_CONT_2020,CLIMATE_CONT_2020,ECONOMIC_CONT_2020,MILITARY_CONT_2020,SOFT_CONT_2020,ECONOMIC_SHARE_2020,MILITARY_SHARE_2020,SOFT_SHARE_2020,GLOBAL_SHARE_2020,GOBAL_PERCENTILE_2020,ENERGY_2021,PRIMARY_GOODS_2021,MANUFACTURES_2021,SERVICES_2021,INVESTMENTS_2021,TROOPS_2021,MILITARY_EQUIPMENT_2021,MIGRATIONS_2021,TOURISM_2021,SPORTS_2021,CULTURE_2021,INFORMATION_2021,TECHNOLOGY_2021,SCIENCE_2021,EDUCATION_2021,DEV_COOPERATION_2021,CLIMATE_2021,ECONOMIC_2021,MILITARY_2021,SOFT_2021,GLOBAL_2021,ECONOMIC_RANK_2021,MILITARY_RANK_2021,SOFT_RANK_2021,GLOBAL_RANK_2021,ENERGY_CONT_2021,PRIMARY_GOODS_CONT_2021,MANUFACTURES_CONT_2021,SERVICES_CONT_2021,INVESTMENTS_CONT_2021,TROOPS_CONT_2021,MILITARY_EQUIPMENT_CONT_2021,MIGRATIONS_CONT_2021,TOURISM_CONT_2021,SPORTS_CONT_2021,CULTURE_CONT_2021,INFORMATION_CONT_2021,TECHNOLOGY_CONT_2021,SCIENCE_CONT_2021,EDUCATION_CONT_2021,DEV_COOPERATION_CONT_2021,CLIMATE_CONT_2021,ECONOMIC_CONT_2021,MILITARY_CONT_2021,SOFT_CONT_2021,ECONOMIC_SHARE_2021,MILITARY_SHARE_2021,SOFT_SHARE_2021,GLOBAL_SHARE_2021,GOBAL_PERCENTILE_2021,ENERGY_2022,PRIMARY_GOODS_2022,MANUFACTURES_2022,SERVICES_2022,INVESTMENTS_2022,TROOPS_2022,MILITARY_EQUIPMENT_2022,MIGRATIONS_2022,TOURISM_2022,SPORTS_2022,CULTURE_2022,INFORMATION_2022,TECHNOLOGY_2022,SCIENCE_2022,EDUCATION_2022,DEV_COOPERATION_2022,CLIMATE_2022,ECONOMIC_2022,MILITARY_2022,SOFT_2022,GLOBAL_2022,ECONOMIC_RANK_2022,MILITARY_RANK_2022,SOFT_RANK_2022,GLOBAL_RANK_2022,ENERGY_CONT_2022,PRIMARY_GOODS_CONT_2022,MANUFACTURES_CONT_2022,SERVICES_CONT_2022,INVESTMENTS_CONT_2022,TROOPS_CONT_2022,MILITARY_EQUIPMENT_CONT_2022,MIGRATIONS_CONT_2022,TOURISM_CONT_2022,SPORTS_CONT_2022,CULTURE_CONT_2022,INFORMATION_CONT_2022,TECHNOLOGY_CONT_2022,SCIENCE_CONT_2022,EDUCATION_CONT_2022,DEV_COOPERATION_CONT_2022,CLIMATE_CONT_2022,ECONOMIC_CONT_2022,MILITARY_CONT_2022,SOFT_CONT_2022,ECONOMIC_SHARE_2022,MILITARY_SHARE_2022,SOFT_SHARE_2022,GLOBAL_SHARE_2022,GOBAL_PERCENTILE_2022,ENERGY_2023,PRIMARY_GOODS_2023,MANUFACTURES_2023,SERVICES_2023,INVESTMENTS_2023,TROOPS_2023,MILITARY_EQUIPMENT_2023,MIGRATIONS_2023,TOURISM_2023,SPORTS_2023,CULTURE_2023,INFORMATION_2023,TECHNOLOGY_2023,SCIENCE_2023,EDUCATION_2023,DEV_COOPERATION_2023,CLIMATE_2023,ECONOMIC_2023,MILITARY_2023,SOFT_2023,GLOBAL_2023,ECONOMIC_RANK_2023,MILITARY_RANK_2023,SOFT_RANK_2023,GLOBAL_RANK_2023,ENERGY_CONT_2023,PRIMARY_GOODS_CONT_2023,MANUFACTURES_CONT_2023,SERVICES_CONT_2023,INVESTMENTS_CONT_2023,TROOPS_CONT_2023,MILITARY_EQUIPMENT_CONT_2023,MIGRATIONS_CONT_2023,TOURISM_CONT_2023,SPORTS_CONT_2023,CULTURE_CONT_2023,INFORMATION_CONT_2023,TECHNOLOGY_CONT_2023,SCIENCE_CONT_2023,EDUCATION_CONT_2023,DEV_COOPERATION_CONT_2023,CLIMATE_CONT_2023,ECONOMIC_CONT_2023,MILITARY_CONT_2023,SOFT_CONT_2023,ECONOMIC_SHARE_2023,MILITARY_SHARE_2023,SOFT_SHARE_2023,GLOBAL_SHARE_2023,GOBAL_PERCENTILE_2023,ENERGY_2024,PRIMARY_GOODS_2024,MANUFACTURES_2024,SERVICES_2024,INVESTMENTS_2024,TROOPS_2024,MILITARY_EQUIPMENT_2024,MIGRATIONS_2024,TOURISM_2024,SPORTS_2024,CULTURE_2024,INFORMATION_2024,TECHNOLOGY_2024,SCIENCE_2024,EDUCATION_2024,DEV_COOPERATION_2024,CLIMATE_2024,ECONOMIC_2024,MILITARY_2024,SOFT_2024,GLOBAL_2024,ECONOMIC_RANK_2024,MILITARY_RANK_2024,SOFT_RANK_2024,GLOBAL_RANK_2024,ENERGY_CONT_2024,PRIMARY_GOODS_CONT_2024,MANUFACTURES_CONT_2024,SERVICES_CONT_2024,INVESTMENTS_CONT_2024,TROOPS_CONT_2024,MILITARY_EQUIPMENT_CONT_2024,MIGRATIONS_CONT_2024,TOURISM_CONT_2024,SPORTS_CONT_2024,CULTURE_CONT_2024,INFORMATION_CONT_2024,TECHNOLOGY_CONT_2024,SCIENCE_CONT_2024,EDUCATION_CONT_2024,DEV_COOPERATION_CONT_2024,CLIMATE_CONT_2024,ECONOMIC_CONT_2024,MILITARY_CONT_2024,SOFT_CONT_2024,ECONOMIC_SHARE_2024,MILITARY_SHARE_2024,SOFT_SHARE_2024,GLOBAL_SHARE_2024,GOBAL_PERCENTILE_2024
0,Afghanistan,0.0,36036.0,55023.0,143871.0,161666.0,185580.0,208420.0,224224.0,231310.0,235214.0,0.0,1246.0,2400.0,6425.0,7407.0,7747.0,7866.0,7935.0,7981.0,7998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,Asia,28.6,-,5080,-,-,6.1,3.1,3.8,1.9,1.8,1.6,2.2,2.1,1.9,1.5,1.8,-,153.0,Asia,27.5,-1.1,5570,+9.6,5080,6.1,3.8,3.0,1.7,2.1,1.5,1.7,1.5,1.9,1.6,1.9,0.0,,,,,,0.165,0.168,0.041,0.012,0.016,0.016,1.0,1.0,1.0,0.0,0.0,0.0,AFG,496.602504,510.787063,356.496214,357.261153,413.757895,,,46.709895,51.411716,72.88547,67.584665,,0.124496,0.064994,0.144467,0,0,,39068979,652230,0.015944800376892,0.0997907996177673,0.0085667402297258,0.2868740081787109,0.0095392003655433,0.0,0.9697745132446288,0.1935648536682128,0.0,0.1179104208946228,0.003853214867413,0.5840750885009766,0.0019218999892473,0.0142421996593475,0.0,0.0,0.1967092752456665,0.4207150042057037,0.9697740077972412,1.1122770309448242,2.5027670860290527,143.0,97.0,133.0,144.0,0.0063700000755488,0.0398720018565654,0.0034219999797642,0.1146219968795776,0.0038109999150037,0.0,0.3874799907207489,0.0773399993777275,0.0,0.0471119992434978,0.0015389999607577,0.2333710044622421,0.0007670000195503,0.0056900000199675,0.0,0.0,0.0785960033535957,0.1680999994277954,0.3874799907207489,0.4444180130958557,4.6e-05,0.000283,0.000279,0.000151,0.04,0.0089001601934432,0.0997213768959045,0.0043992901593446,0.2504656076431275,0.0128444001078605,0.0,0.9509827423095704,0.1751910066604614,0.0,0.1168989300727844,0.0228819143772125,0.5108892059326172,0.0019355500116944,0.0229804396629333,0.0,0.0,0.2010499477386474,0.3763310015201568,0.9509819746017456,1.0518269538879397,2.3791399002075195,143.0,95.0,135.0,142.0,0.0037400000728666,0.0419140011072158,0.0018489999929443,0.105274997651577,0.0053980001248419,0.0,0.3997159898281097,0.0736360028386116,0.0,0.0491340011358261,0.0096169998869299,0.2147359997034073,0.000813000020571,0.0096589997410774,0.0,0.0,0.0845049992203712,0.1581790000200271,0.3997159898281097,0.4421029984951019,4.1e-05,0.000284,0.00026,0.000143,0.0533333333333333,0.0051765602827072,0.0909047985076904,0.0056347203254699,0.2765531063079834,0.0182444006204605,0.0,0.941454734802246,0.1729964733123779,0.0,0.1118794798851013,0.0226487258076667,1.5035292053222655,0.0019223500043153,0.0224448800086975,0.0,0.0,0.2133984327316284,0.3965129852294922,0.9414539933204652,2.048819065093994,3.3867878913879395,142.0,92.0,105.0,124.0,0.0015279999934136,0.0268409997224807,0.0016629999736323,0.0816560015082359,0.005386000033468,0.0,0.2779780030250549,0.0510790012776851,0.0,0.0330340005457401,0.0066869999282062,0.4439390003681183,0.0005670000100508,0.0066269999369978,0.0,0.0,0.06300900131464,0.117076002061367,0.2779780030250549,0.6049439907073975,4.4e-05,0.000288,0.000535,0.00021,0.1733333333333333,0.0132371997833251,0.0871410584449768,0.0062339399009943,0.2788249969482422,0.019684000313282,0.0,0.0,0.1712490892410278,0.0,0.1094088554382324,0.0224622452259063,0.6590534973144532,0.001906600035727,0.0409104394912719,0.0,0.0,0.2122798204421997,0.4051209986209869,0.0,1.217270016670227,1.6223920583724976,141.0,128.0,132.0,146.0,0.0081590004265308,0.053711000829935,0.0038419999182224,0.1718599945306778,0.0121320001780986,0.0,0.0,0.10555300116539,0.0,0.0674360021948814,0.0138450004160404,0.4062229990959167,0.0011749999830499,0.0252160001546144,0.0,0.0,0.1308429986238479,0.2497060000896453,0.0,0.7502930164337158,4.3e-05,0.0,0.000293,9.6e-05,0.0266666666666666,0.0309391999244689,0.0800789380073547,0.0063200703263282,0.2990247011184692,0.0189137995243072,0.0,0.0,0.1695638036727905,0.0,0.1095239996910095,0.0222672593593597,0.6732611846923828,0.001890050061047,0.0617276000976562,0.0,0.0,0.218943190574646,0.4352760016918182,0.0,1.2571769952774048,1.6924539804458618,144.0,131.0,132.0,147.0,0.0182799994945526,0.0473150014877319,0.0037340000271797,0.1766809970140457,0.0111750001087784,0.0,0.0,0.1001880019903183,0.0,0.0647130012512207,0.0131559995934367,0.397801011800766,0.0011159999994561,0.0364720001816749,0.0,0.0,0.1293639987707138,0.2571859955787658,0.0,0.742812991142273,4.4e-05,0.0,0.000291,9.6e-05,0.02,0.0179366397857666,0.0828095412254333,0.0061900200694799,0.3162101984024048,0.0181265994906425,0.0,0.0,0.1677583837509155,0.0,0.1043084025382995,0.0220693498849868,0.5993106079101562,0.0018732499331235,0.0586668395996093,0.0,0.0,0.2169976234436035,0.4412730038166046,0.0,1.1709840297698977,1.6122570037841797,144.0,125.0,135.0,146.0,0.011125000193715,0.0513620004057884,0.0038389998953789,0.1961279958486557,0.0112429996952414,0.0,0.0,0.1040510013699531,0.0,0.0646969974040985,0.0136879999190568,0.3717209994792938,0.0011609999928623,0.0363879986107349,0.0,0.0,0.1345919966697693,0.2736980020999908,0.0,0.7263010144233704,4.6e-05,0.0,0.000267,9.2e-05,0.0266666666666666
1,Albania,0.0,4570.0,76350.0,132828.0,255741.0,309278.0,333219.0,334090.0,334863.0,335047.0,0.0,128.0,1358.0,2456.0,3334.0,3538.0,3596.0,3604.0,3605.0,3605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Europe,29.1,-,3.6,5.3,2.6,2.6,2.0,2.3,2.9,1.8,1.3,2.9,3.6,-,108.0,Europe,34.4,+5.3,11,+3,10,3.5,5.4,3.2,3.6,2.9,3.3,3.1,3.0,2.5,3.4,3.9,-,92.0,Europe,34.7,+0.3,13540,+28.5,10540,3.8,3.4,5.4,3.3,3.2,2.8,3.1,3.0,3.7,2.7,3.2,-,100.0,Europe,33.6,-1.1,15910,+17.5,13540,3.9,5.4,3.1,3.0,3.1,2.9,3.0,2.7,2.8,3.0,3.7,0.0,,,,,,0.424,0.44,0.438,0.433,0.398,0.396,2.0,2.0,2.0,2.0,2.0,2.0,ALB,6069.439031,6027.913507,7242.455131,7756.961887,9730.869219,11377.775743,75.382129,59.520699,75.590404,84.698044,82.352493,79.454636,7.706215,7.018652,6.757915,7.57934,6.90037,6.323495,2528480,27400,0.0470976781845092,0.0681799221038818,0.3143484807014465,1.433636474609375,0.0756422996520996,0.44856782913208,0.0,0.0637831234931945,0.9460996055603028,0.2026834726333618,0.0398751300573348,0.4159457015991211,0.0214578494429588,0.0402497196197509,0.1323585987091064,0.0,0.2327740669250488,1.9389050006866453,0.4485670030117035,2.095227003097534,4.482699871063232,114.0,108.0,109.0,118.0,0.0105060003697872,0.0152089996263384,0.0701240003108978,0.3198150098323822,0.0168740004301071,0.1000659987330436,0.0,0.014228000305593,0.2110549956560135,0.0452140010893344,0.0088950004428625,0.0927890017628669,0.0047860001213848,0.0089779999107122,0.029526000842452,0.0,0.0519270002841949,0.4325299859046936,0.1000659987330436,0.4674020111560821,0.000212,0.000131,0.000526,0.000271,0.2133333333333333,0.0534241580963134,0.0723528599739074,0.3070656824111938,1.4860603332519533,0.0901760995388031,0.4219447374343872,0.0,0.0628632616996765,1.012961540222168,0.2211562633514404,0.0378027454018592,0.3641243743896484,0.0262547492980957,0.0398327589035034,0.1492818355560302,0.0,0.2335672616958618,2.0090789794921875,0.4219439923763275,2.147844076156616,4.5788679122924805,113.0,109.0,108.0,117.0,0.0116670001298189,0.0158009994775056,0.067060999572277,0.3245469927787781,0.019693000242114,0.0921500027179718,0.0,0.0137280002236366,0.2212249934673309,0.0482989996671676,0.0082550002261996,0.0795219987630844,0.0057330001145601,0.0086989998817443,0.0326020009815692,0.0,0.0510089993476867,0.4387710094451904,0.0921500027179718,0.4690769910812378,0.000218,0.000126,0.00053,0.000275,0.22,0.0405708789825439,0.0735420584678649,0.2833108162879943,1.0227951049804689,0.111100697517395,0.3350147294998168,0.0,0.0622336792945861,0.4164940452575683,0.2402689218521118,0.0255736801028251,0.3566107940673828,0.0195707499980926,0.0533824396133422,0.1479049205780029,0.0,0.2462737560272216,1.53131902217865,0.3350139856338501,1.5683130025863647,3.4346470832824707,112.0,110.0,117.0,123.0,0.0118119996041059,0.0214109998196363,0.0824860036373138,0.2977870106697082,0.0323470011353492,0.0975390002131462,0.0,0.0181189998984336,0.1212619990110397,0.0699540004134178,0.0074450001120567,0.1038269996643066,0.0056980000808835,0.0155419996008276,0.0430620014667511,0.0,0.0717020034790039,0.4458439946174621,0.0975390002131462,0.456615000963211,0.00017,0.000102,0.000409,0.000213,0.18,0.0600715208053588,0.0898823976516723,0.3316457676887512,1.4472004890441896,0.0990167021751403,0.2481134319305419,0.0,0.0617303681373596,0.5820394134521484,0.2010999679565429,0.0340286841988563,0.4007509231567382,0.0232916995882987,0.0657274389266967,0.1363680839538574,0.0,0.2542603015899658,2.0278170108795166,0.2481130063533783,1.759297013282776,4.035226821899414,106.0,109.0,111.0,120.0,0.0148860001936554,0.022274000570178,0.0821869969367981,0.3586409986019134,0.0245379991829395,0.0614859983325004,0.0,0.0152970002964138,0.144238993525505,0.0498359985649585,0.0084319999441504,0.0993129983544349,0.0057720001786947,0.016287999227643,0.0337940007448196,0.0,0.06300999969244,0.5025280117988586,0.0614859983325004,0.4359839856624603,0.000217,7.2e-05,0.000423,0.000238,0.1933333333333333,0.0797075176239013,0.1029510569572448,0.3228567266464233,1.695867156982422,0.1140560984611511,0.3079844999313354,0.0,0.0612062072753906,1.1415789413452149,0.2027110815048217,0.0371293660998344,0.530919303894043,0.0163072004914283,0.0626221990585327,0.1211997985839843,0.0,0.2571884632110596,2.315438032150269,0.3079839944839477,2.4308619499206543,5.054286003112793,109.0,106.0,101.0,112.0,0.015769999474287,0.0203690007328987,0.0638770014047622,0.335530012845993,0.0225659999996423,0.0609350018203258,0.0,0.0121090002357959,0.2258629947900772,0.0401059985160827,0.0073460000567138,0.1050430014729499,0.0032259998843073,0.0123889995738863,0.0239790007472038,0.0,0.0508849993348121,0.4581130146980285,0.0609350018203258,0.4809499979019165,0.000234,8.8e-05,0.000563,0.000285,0.2533333333333333,0.0686153602600097,0.141956877708435,0.4537926864624023,2.33004264831543,0.1525936007499695,0.3497625875473022,0.0,0.0606730484962463,1.3620351791381835,0.395820140838623,0.1323852753639221,0.652740478515625,0.0050139501690864,0.064134521484375,0.1291061973571777,0.0,0.2661942720413208,3.147001028060913,0.3497619926929474,3.068103075027466,6.56486701965332,94.0,103.0,93.0,103.0,0.0104510001838207,0.0216230005025863,0.0691239982843399,0.3549259901046753,0.0232430007308721,0.0532770007848739,0.0,0.0092420000582933,0.2074729949235916,0.0602930001914501,0.0201650001108646,0.0994289964437484,0.0007629999890923,0.0097690001130104,0.0196659993380308,0.0,0.0405480004847049,0.4793699979782104,0.0532770007848739,0.4673509895801544,0.00033,9.9e-05,0.0007,0.000376,0.3133333333333333
